# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.15.2

bb::ai::hold, long, 00000000000000D4
vic::mox::fxp24::24, double, 40180A3D70A3D70A
vic::mox::fxp24::25, double, 4018333333333333
vic::mox::fxp24::26, double, 40182E147AE147AE
vic::mox::fxp24::27, double, 4017147AE147AE14
vic::mox::fxp24::28, double, 4016C28F5C28F5C2
vic::mox::fxp24::29, double, 4003851EB851EB85
vic::mox::fxp24::30, double, 40038F5C28F5C290
vic::mox::fxp24::31, double, 400347AE147AE148
vic::mox::fxp24::32, double, 400399999999999A
vic::mox::fxp24::33, double, 40038F5C28F5C290
vic::mox::fxp24::34, double, 4005333333333334
vic::mox::fxp24::35, double, 40088F5C28F5C290
vic::mox::fxp24::36, double, 4018E147AE147AE1
vic::mox::fxp24::37, double, 4018E66666666666
vic::mox::fxp24::38, double, 4018C28F5C28F5C2
vic::mox::fxp24::39, double, 4018EB851EB851EB
vic::mox::fxp24::40, double, 4018E66666666666
vic::mox::fxp24::41, double, 4017CCCCCCCCCCCC
vic::mox::fxp24::42, double, 40177AE147AE147A
vic::mox::fxp24::43, double, 4002147AE147AE14
vic::mox::fxp24::44, double, 40021EB851EB851F
vic::mox::fxp24::45, double, 4001D70A3D70A3D7
vic::mox::fxp24::46, double, 400228F5C28F5C29
vic::mox::fxp24::47, double, 40021EB851EB851F
vic::mox::fxp24::48, double, 4003C28F5C28F5C2
vic::mox::fxp24::49, double, 40071EB851EB851F
vic::mox::fxp24::50, double, 4019999999999999
vic::mox::fxp24::51, double, 40199EB851EB851E
vic::mox::fxp24::52, double, 40197AE147AE147A
vic::mox::fxp24::53, double, 4019A3D70A3D70A3
vic::mox::fxp24::54, double, 40199EB851EB851E
vic::mox::fxp24::55, double, 4018851EB851EB84
vic::mox::fxp24::56, double, 4018333333333332
vic::mox::fxp24::57, double, 3FE6666666666666
vic::mox::fxp24::58, double, 3FF0000000000000
vic::mox::fxp24::59, double, 3FE7AE147AE147AE
vic::mox::fxp24::60, double, 3FEB851EB851EB85
vic::mox::fxp24::61, double, 3FDFFFFFFFFFFFFF
vic::mox::fxp24::62, double, 401F99999999999A
vic::mox::fxp24::63, double, 4020666666666667
vic::mox::fxp24::64, double, 401FC28F5C28F5C3
vic::mox::fxp24::65, double, 401E28F5C28F5C29
vic::mox::fxp24::66, double, 401ECCCCCCCCCCCD
vic::mox::fxp24::67, double, 3FF3333333333333
vic::mox::fxp24::68, double, 401F333333333333
vic::mox::fxp24::69, double, 4011333333333333
vic::mox::fxp24::70, double, 4011333333333333
vic::mox::fxp24::71, double, 3FE3333333333333
vic::mox::fxp24::72, double, 401F99999999999A
vic::mox::fxp27::1, double, 4006666666666666
vic::mox::fxp27::2, double, 400670A3D70A3D71
vic::mox::fxp27::3, double, 400628F5C28F5C29
vic::mox::fxp27::4, double, 40067AE147AE147B
vic::mox::fxp27::5, double, 400670A3D70A3D71
vic::mox::fxp27::6, double, 4008147AE147AE14
vic::mox::fxp27::7, double, 400B70A3D70A3D71
vic::mox::fxp27::8, double, 401770A3D70A3D71
vic::mox::fxp27::9, double, 401775C28F5C28F6
vic::mox::fxp27::10, double, 401751EB851EB852
vic::mox::fxp27::11, double, 40177AE147AE147B
vic::mox::fxp27::12, double, 401775C28F5C28F6
vic::mox::fxp27::13, double, 40165C28F5C28F5C
vic::mox::fxp27::14, double, 40160A3D70A3D70A
vic::mox::fxp27::15, double, 4004F5C28F5C28F5
vic::mox::fxp27::16, double, 4005000000000000
vic::mox::fxp27::17, double, 4004B851EB851EB8
vic::mox::fxp27::18, double, 40050A3D70A3D70A
vic::mox::fxp27::19, double, 4005000000000000
vic::mox::fxp27::20, double, 4006A3D70A3D70A4
vic::mox::fxp27::21, double, 400A000000000000
vic::mox::fxp27::22, double, 401828F5C28F5C29
vic::mox::fxp27::23, double, 40182E147AE147AE
vic::mox::fxp27::24, double, 40180A3D70A3D70A
vic::mox::fxp27::25, double, 4018333333333333
vic::mox::fxp27::26, double, 40182E147AE147AE
vic::mox::fxp27::27, double, 4017147AE147AE14
vic::mox::fxp27::28, double, 4016C28F5C28F5C2
vic::mox::fxp27::29, double, 4003851EB851EB85
vic::mox::fxp27::30, double, 40038F5C28F5C290
vic::mox::fxp27::31, double, 400347AE147AE148
vic::mox::fxp27::32, double, 400399999999999A
vic::mox::fxp27::33, double, 40038F5C28F5C290
vic::mox::fxp27::34, double, 4005333333333334
vic::mox::fxp27::35, double, 40088F5C28F5C290
vic::mox::fxp27::36, double, 4018E147AE147AE1
vic::mox::fxp27::37, double, 4018E66666666666
vic::mox::fxp27::38, double, 4018C28F5C28F5C2
vic::mox::fxp27::39, double, 4018EB851EB851EB
vic::mox::fxp27::40, double, 4018E66666666666
vic::mox::fxp27::41, double, 4017CCCCCCCCCCCC
vic::mox::fxp27::42, double, 40177AE147AE147A
vic::mox::fxp27::43, double, 4002147AE147AE14
vic::mox::fxp27::44, double, 40021EB851EB851F
vic::mox::fxp27::45, double, 4001D70A3D70A3D7
vic::mox::fxp27::46, double, 400228F5C28F5C29
vic::mox::fxp27::47, double, 40021EB851EB851F
vic::mox::fxp27::48, double, 4003C28F5C28F5C2
vic::mox::fxp27::49, double, 40071EB851EB851F
vic::mox::fxp27::50, double, 4019999999999999
vic::mox::fxp27::51, double, 40199EB851EB851E
vic::mox::fxp27::52, double, 40197AE147AE147A
vic::mox::fxp27::53, double, 4019A3D70A3D70A3
vic::mox::fxp27::54, double, 40199EB851EB851E
vic::mox::fxp27::55, double, 4018851EB851EB84
vic::mox::fxp27::56, double, 4018333333333332
vic::mox::fxp27::57, double, 3FE6666666666666
vic::mox::fxp27::58, double, 3FF0000000000000
vic::mox::fxp27::59, double, 3FE7AE147AE147AE
vic::mox::fxp27::60, double, 3FEB851EB851EB85
vic::mox::fxp27::61, double, 3FDFFFFFFFFFFFFF
vic::mox::fxp27::62, double, 401F99999999999A
vic::mox::fxp27::63, double, 4020666666666667
vic::mox::fxp27::64, double, 401FC28F5C28F5C3
vic::mox::fxp27::65, double, 401E28F5C28F5C29
vic::mox::fxp27::66, double, 401ECCCCCCCCCCCD
vic::mox::fxp27::67, double, 3FF3333333333333
vic::mox::fxp27::68, double, 401F333333333333
vic::mox::fxp27::69, double, 4011333333333333
vic::mox::fxp27::70, double, 4011333333333333
vic::mox::fxp27::71, double, 3FE3333333333333
vic::mox::fxp27::72, double, 401F99999999999A
vic::mox::fxp29::1, double, 4006666666666666
vic::mox::fxp29::2, double, 400670A3D70A3D71
vic::mox::fxp29::3, double, 400628F5C28F5C29
vic::mox::fxp29::4, double, 40067AE147AE147B
vic::mox::fxp29::5, double, 400670A3D70A3D71
vic::mox::fxp29::6, double, 4008147AE147AE14
vic::mox::fxp29::7, double, 400B70A3D70A3D71
vic::mox::fxp29::8, double, 401770A3D70A3D71
vic::mox::fxp29::9, double, 401775C28F5C28F6
vic::mox::fxp29::10, double, 401751EB851EB852
vic::mox::fxp29::11, double, 40177AE147AE147B
vic::mox::fxp29::12, double, 401775C28F5C28F6
vic::mox::fxp29::13, double, 40165C28F5C28F5C
vic::mox::fxp29::14, double, 40160A3D70A3D70A
vic::mox::fxp29::15, double, 4004F5C28F5C28F5
vic::mox::fxp29::16, double, 4005000000000000
vic::mox::fxp29::17, double, 4004B851EB851EB8
vic::mox::fxp29::18, double, 40050A3D70A3D70A
vic::mox::fxp29::19, double, 4005000000000000
vic::mox::fxp29::20, double, 4006A3D70A3D70A4
vic::mox::fxp29::21, double, 400A000000000000
vic::mox::fxp29::22, double, 401828F5C28F5C29
vic::mox::fxp29::23, double, 40182E147AE147AE
vic::mox::fxp29::24, double, 40180A3D70A3D70A
vic::mox::fxp29::25, double, 4018333333333333
vic::mox::fxp29::26, double, 40182E147AE147AE
vic::mox::fxp29::27, double, 4017147AE147AE14
vic::mox::fxp29::28, double, 4016C28F5C28F5C2
vic::mox::fxp29::29, double, 4003851EB851EB85
vic::mox::fxp29::30, double, 40038F5C28F5C290
vic::mox::fxp29::31, double, 400347AE147AE148
vic::mox::fxp29::32, double, 400399999999999A
vic::mox::fxp29::33, double, 40038F5C28F5C290
vic::mox::fxp29::34, double, 4005333333333334
vic::mox::fxp29::35, double, 40088F5C28F5C290
vic::mox::fxp29::36, double, 4018E147AE147AE1
vic::mox::fxp29::37, double, 4018E66666666666
vic::mox::fxp29::38, double, 4018C28F5C28F5C2
vic::mox::fxp29::39, double, 4018EB851EB851EB
vic::mox::fxp29::40, double, 4018E66666666666
vic::mox::fxp29::41, double, 4017CCCCCCCCCCCC
vic::mox::fxp29::42, double, 40177AE147AE147A
vic::mox::fxp29::43, double, 4002147AE147AE14
vic::mox::fxp29::44, double, 40021EB851EB851F
vic::mox::fxp29::45, double, 4001D70A3D70A3D7
vic::mox::fxp29::46, double, 400228F5C28F5C29
vic::mox::fxp29::47, double, 40021EB851EB851F
vic::mox::fxp29::48, double, 4003C28F5C28F5C2
vic::mox::fxp29::49, double, 40071EB851EB851F
vic::mox::fxp29::50, double, 4019999999999999
vic::mox::fxp29::51, double, 40199EB851EB851E
vic::mox::fxp29::52, double, 40197AE147AE147A
vic::mox::fxp29::53, double, 4019A3D70A3D70A3
vic::mox::fxp29::54, double, 40199EB851EB851E
vic::mox::fxp29::55, double, 4018851EB851EB84
vic::mox::fxp29::56, double, 4018333333333332
vic::mox::fxp29::57, double, 3FE6666666666666
vic::mox::fxp29::58, double, 3FF0000000000000
vic::mox::fxp29::59, double, 3FE7AE147AE147AE
vic::mox::fxp29::60, double, 3FEB851EB851EB85
vic::mox::fxp29::61, double, 3FDFFFFFFFFFFFFF
vic::mox::fxp29::62, double, 401F99999999999A
vic::mox::fxp29::63, double, 4020666666666667
vic::mox::fxp29::64, double, 401FC28F5C28F5C3
vic::mox::fxp29::65, double, 401E28F5C28F5C29
vic::mox::fxp29::66, double, 401ECCCCCCCCCCCD
vic::mox::fxp29::67, double, 3FF3333333333333
vic::mox::fxp29::68, double, 401F333333333333
vic::mox::fxp29::69, double, 4011333333333333
vic::mox::fxp29::70, double, 4011333333333333
vic::mox::fxp29::71, double, 3FE3333333333333
vic::mox::fxp29::72, double, 401F99999999999A
vic::mox::fxp30::1, double, 4006666666666666
vic::mox::fxp30::2, double, 400670A3D70A3D71
vic::mox::fxp30::3, double, 400628F5C28F5C29
vic::mox::fxp30::4, double, 40067AE147AE147B
vic::mox::fxp30::5, double, 400670A3D70A3D71
vic::mox::fxp30::6, double, 4008147AE147AE14
vic::mox::fxp30::7, double, 400B70A3D70A3D71
vic::mox::fxp30::8, double, 401770A3D70A3D71
vic::mox::fxp30::9, double, 401775C28F5C28F6
vic::mox::fxp30::10, double, 401751EB851EB852
vic::mox::fxp30::11, double, 40177AE147AE147B
vic::mox::fxp30::12, double, 401775C28F5C28F6
vic::mox::fxp30::13, double, 40165C28F5C28F5C
vic::mox::fxp30::14, double, 40160A3D70A3D70A
vic::mox::fxp30::15, double, 4004F5C28F5C28F5
vic::mox::fxp30::16, double, 4005000000000000
vic::mox::fxp30::17, double, 4004B851EB851EB8
vic::mox::fxp30::18, double, 40050A3D70A3D70A
vic::mox::fxp30::19, double, 4005000000000000
vic::mox::fxp30::20, double, 4006A3D70A3D70A4
vic::mox::fxp30::21, double, 400A000000000000
vic::mox::fxp30::22, double, 401828F5C28F5C29
vic::mox::fxp30::23, double, 40182E147AE147AE
vic::mox::fxp30::24, double, 40180A3D70A3D70A
vic::mox::fxp30::25, double, 4018333333333333
vic::mox::fxp30::26, double, 40182E147AE147AE
vic::mox::fxp30::27, double, 4017147AE147AE14
vic::mox::fxp30::28, double, 4016C28F5C28F5C2
vic::mox::fxp30::29, double, 4003851EB851EB85
vic::mox::fxp30::30, double, 40038F5C28F5C290
vic::mox::fxp30::31, double, 400347AE147AE148
vic::mox::fxp30::32, double, 400399999999999A
vic::mox::fxp30::33, double, 40038F5C28F5C290
vic::mox::fxp30::34, double, 4005333333333334
vic::mox::fxp30::35, double, 40088F5C28F5C290
vic::mox::fxp30::36, double, 4018E147AE147AE1
vic::mox::fxp30::37, double, 4018E66666666666
vic::mox::fxp30::38, double, 4018C28F5C28F5C2
vic::mox::fxp30::39, double, 4018EB851EB851EB
vic::mox::fxp30::40, double, 4018E66666666666
vic::mox::fxp30::41, double, 4017CCCCCCCCCCCC
vic::mox::fxp30::42, double, 40177AE147AE147A
vic::mox::fxp30::43, double, 4002147AE147AE14
vic::mox::fxp30::44, double, 40021EB851EB851F
vic::mox::fxp30::45, double, 4001D70A3D70A3D7
vic::mox::fxp30::46, double, 400228F5C28F5C29
vic::mox::fxp30::47, double, 40021EB851EB851F
vic::mox::fxp30::48, double, 4003C28F5C28F5C2
vic::mox::fxp30::49, double, 40071EB851EB851F
vic::mox::fxp30::50, double, 4019999999999999
vic::mox::fxp30::51, double, 40199EB851EB851E
vic::mox::fxp30::52, double, 40197AE147AE147A
vic::mox::fxp30::53, double, 4019A3D70A3D70A3
vic::mox::fxp30::54, double, 40199EB851EB851E
vic::mox::fxp30::55, double, 4018851EB851EB84
vic::mox::fxp30::56, double, 4018333333333332
vic::mox::fxp30::57, double, 3FE6666666666666
vic::mox::fxp30::58, double, 3FF0000000000000
vic::mox::fxp30::59, double, 3FE7AE147AE147AE
vic::mox::fxp30::60, double, 3FEB851EB851EB85
vic::mox::fxp30::61, double, 3FDFFFFFFFFFFFFF
vic::mox::fxp30::62, double, 401F99999999999A
vic::mox::fxp30::63, double, 4020666666666667
vic::mox::fxp30::64, double, 401FC28F5C28F5C3
vic::mox::fxp30::65, double, 401E28F5C28F5C29
vic::mox::fxp30::66, double, 401ECCCCCCCCCCCD
vic::mox::fxp30::67, double, 3FF3333333333333
vic::mox::fxp30::68, double, 401F333333333333
vic::mox::fxp30::69, double, 4011333333333333
vic::mox::fxp30::70, double, 4011333333333333
vic::mox::fxp30::71, double, 3FE3333333333333
vic::mox::fxp30::72, double, 401F99999999999A
vic::mox::fxp33::1, double, 4006666666666666
vic::mox::fxp33::2, double, 400670A3D70A3D71
vic::mox::fxp33::3, double, 400628F5C28F5C29
vic::mox::fxp33::4, double, 40067AE147AE147B
vic::mox::fxp33::5, double, 400670A3D70A3D71
vic::mox::fxp33::6, double, 4008147AE147AE14
vic::mox::fxp33::7, double, 400B70A3D70A3D71
vic::mox::fxp33::8, double, 401770A3D70A3D71
vic::mox::fxp33::9, double, 401775C28F5C28F6
vic::mox::fxp33::10, double, 401751EB851EB852
vic::mox::fxp33::11, double, 40177AE147AE147B
vic::mox::fxp33::12, double, 401775C28F5C28F6
vic::mox::fxp33::13, double, 40165C28F5C28F5C
vic::mox::fxp33::14, double, 40160A3D70A3D70A
vic::mox::fxp33::15, double, 4004F5C28F5C28F5
vic::mox::fxp33::16, double, 4005000000000000
vic::mox::fxp33::17, double, 4004B851EB851EB8
vic::mox::fxp33::18, double, 40050A3D70A3D70A
vic::mox::fxp33::19, double, 4005000000000000
vic::mox::fxp33::20, double, 4006A3D70A3D70A4
vic::mox::fxp33::21, double, 400A000000000000
vic::mox::fxp33::22, double, 401828F5C28F5C29
vic::mox::fxp33::23, double, 40182E147AE147AE
vic::mox::fxp33::24, double, 40180A3D70A3D70A
vic::mox::fxp33::25, double, 4018333333333333
vic::mox::fxp33::26, double, 40182E147AE147AE
vic::mox::fxp33::27, double, 4017147AE147AE14
vic::mox::fxp33::28, double, 4016C28F5C28F5C2
vic::mox::fxp33::29, double, 4003851EB851EB85
vic::mox::fxp33::30, double, 40038F5C28F5C290
vic::mox::fxp33::31, double, 400347AE147AE148
vic::mox::fxp33::32, double, 400399999999999A
vic::mox::fxp33::33, double, 40038F5C28F5C290
vic::mox::fxp33::34, double, 4005333333333334
vic::mox::fxp33::35, double, 40088F5C28F5C290
vic::mox::fxp33::36, double, 4018E147AE147AE1
vic::mox::fxp33::37, double, 4018E66666666666
vic::mox::fxp33::38, double, 4018C28F5C28F5C2
vic::mox::fxp33::39, double, 4018EB851EB851EB
vic::mox::fxp33::40, double, 4018E66666666666
vic::mox::fxp33::41, double, 4017CCCCCCCCCCCC
vic::mox::fxp33::42, double, 40177AE147AE147A
vic::mox::fxp33::43, double, 4002147AE147AE14
vic::mox::fxp33::44, double, 40021EB851EB851F
vic::mox::fxp33::45, double, 4001D70A3D70A3D7
vic::mox::fxp33::46, double, 400228F5C28F5C29
vic::mox::fxp33::47, double, 40021EB851EB851F
vic::mox::fxp33::48, double, 4003C28F5C28F5C2
vic::mox::fxp33::49, double, 40071EB851EB851F
vic::mox::fxp33::50, double, 4019999999999999
vic::mox::fxp33::51, double, 40199EB851EB851E
vic::mox::fxp33::52, double, 40197AE147AE147A
vic::mox::fxp33::53, double, 4019A3D70A3D70A3
vic::mox::fxp33::54, double, 40199EB851EB851E
vic::mox::fxp33::55, double, 4018851EB851EB84
vic::mox::fxp33::56, double, 4018333333333332
vic::mox::fxp33::57, double, 3FE6666666666666
vic::mox::fxp33::58, double, 3FF0000000000000
vic::mox::fxp33::59, double, 3FE7AE147AE147AE
vic::mox::fxp33::60, double, 3FEB851EB851EB85
vic::mox::fxp33::61, double, 3FDFFFFFFFFFFFFF
vic::mox::fxp33::62, double, 401F99999999999A
vic::mox::fxp33::63, double, 4020666666666667
vic::mox::fxp33::64, double, 401FC28F5C28F5C3
vic::mox::fxp33::65, double, 401E28F5C28F5C29
vic::mox::fxp33::66, double, 401ECCCCCCCCCCCD
vic::mox::fxp33::67, double, 3FF3333333333333
vic::mox::fxp33::68, double, 401F333333333333
vic::mox::fxp33::69, double, 4011333333333333
vic::mox::fxp33::70, double, 4011333333333333
vic::mox::fxp33::71, double, 3FE3333333333333
vic::mox::fxp33::72, double, 401F99999999999A
vic::mox::mv100::1, double, 3FA1EB851EB851EC
vic::mox::mv100::2, double, 3FC147AE147AE148
vic::mox::mv100::3, double, 3FA47AE147AE147B
vic::mox::mv100::4, double, 3FC1EB851EB851EC
vic::mox::mv100::5, double, 3F947AE147AE147B
vic::mox::mv100::6, double, 3FA999999999999A
vic::mox::mv100::7, double, 3FA70A3D70A3D70A
vic::mox::mv100::8, double, 3FCB851EB851EB85
vic::mox::mv100::9, double, 3FCBA5E353F7CED9
vic::moy::fxp3::1, long, 0000000000000000
vic::moy::fxp3::2, double, 3FAEB851EB851EB8
vic::moy::fxp3::3, double, 3FC999999999999A
vic::moy::fxp3::4, double, 3FDAE147AE147AE1
vic::moy::fxp3::5, double, 3FE0F5C28F5C28F6
vic::moy::fxp3::6, double, 3FD0A3D70A3D70A4
vic::moy::fxp3::7, double, 3FD0A3D70A3D70A4
vic::moy::fxp3::8, long, 0000000000000000
vic::moy::fxp3::9, double, 3FAEB851EB851EB8
vic::moy::fxp3::10, double, 3FC999999999999A
vic::moy::fxp3::11, double, 3FDAE147AE147AE1
vic::moy::fxp3::12, double, 3FE0F5C28F5C28F6
vic::moy::fxp3::13, double, 3FD0A3D70A3D70A4
vic::moy::fxp3::14, double, 3FD0A3D70A3D70A4
vic::moy::fxp3::15, long, 0000000000000000
vic::moy::fxp3::16, double, 3FAEB851EB851EB8
vic::moy::fxp3::17, double, 3FC999999999999A
vic::moy::fxp3::18, double, 3FDAE147AE147AE1
vic::moy::fxp3::19, double, 3FE0F5C28F5C28F6
vic::moy::fxp3::20, double, 3FD0A3D70A3D70A4
vic::moy::fxp3::21, double, 3FD0A3D70A3D70A4
vic::moy::fxp3::22, long, 0000000000000000
vic::moy::fxp3::23, double, 3FAEB851EB851EB8
vic::moy::fxp3::24, double, 3FC999999999999A
vic::moy::fxp3::25, double, 3FDAE147AE147AE1
vic::moy::fxp3::26, double, 3FE0F5C28F5C28F6
vic::moy::fxp3::27, double, 3FD0A3D70A3D70A4
vic::moy::fxp3::28, double, 3FD0A3D70A3D70A4
vic::moy::fxp3::29, long, 0000000000000000
vic::moy::fxp3::30, double, 3FAEB851EB851EB8
vic::moy::fxp3::31, double, 3FC999999999999A
vic::moy::fxp3::32, double, 3FDAE147AE147AE1
vic::moy::fxp3::33, double, 3FE0F5C28F5C28F6
vic::moy::fxp3::34, double, 3FD0A3D70A3D70A4
vic::moy::fxp3::35, double, 3FD0A3D70A3D70A4
vic::moy::fxp3::36, long, 0000000000000000
vic::moy::fxp3::37, double, 3FAEB851EB851EB8
vic::moy::fxp3::38, double, 3FC999999999999A
vic::moy::fxp3::39, double, 3FDAE147AE147AE1
vic::moy::fxp3::40, double, 3FE0F5C28F5C28F6
vic::moy::fxp3::41, double, 3FD0A3D70A3D70A4
vic::moy::fxp3::42, double, 3FD0A3D70A3D70A4
vic::moy::fxp3::43, long, 0000000000000000
vic::moy::fxp3::44, double, 3FAEB851EB851EB8
vic::moy::fxp3::45, double, 3FC999999999999A
vic::moy::fxp3::46, double, 3FDAE147AE147AE1
vic::moy::fxp3::47, double, 3FE0F5C28F5C28F6
vic::moy::fxp3::48, double, 3FD0A3D70A3D70A4
vic::moy::fxp3::49, double, 3FD0A3D70A3D70A4
vic::moy::fxp3::50, long, 0000000000000000
vic::moy::fxp3::51, double, 3FAEB851EB851EB8
vic::moy::fxp3::52, double, 3FC999999999999A
vic::moy::fxp3::53, double, 3FDAE147AE147AE1
vic::moy::fxp3::54, double, 3FE0F5C28F5C28F6
vic::moy::fxp3::55, double, 3FD0A3D70A3D70A4
vic::moy::fxp3::56, double, 3FD0A3D70A3D70A4
vic::moy::fxp3::57, long, 0000000000000000
vic::moy::fxp3::58, long, 0000000000000000
vic::moy::fxp3::59, double, 3FB999999999999A
vic::moy::fxp3::60, double, 3FC5C28F5C28F5C3
vic::moy::fxp3::61, long, 0000000000000000
vic::moy::fxp3::62, long, 0000000000000000
vic::moy::fxp3::63, long, 0000000000000000
vic::moy::fxp3::64, double, 3FB999999999999A
vic::moy::fxp3::65, double, 3FC5C28F5C28F5C3
vic::moy::fxp3::66, long, 0000000000000000
vic::moy::fxp3::67, double, 3FE0000000000000
vic::moy::fxp3::68, double, 3FE0000000000000
vic::moy::fxp3::69, double, 3FD3333333333333
vic::moy::fxp3::70, double, 3FD3333333333333
vic::moy::fxp3::71, double, 3FE8000000000000
vic::moy::fxp3::72, double, 3FE8000000000000
vic::moy::fxp4::1, long, 0000000000000000
vic::moy::fxp4::2, double, 3FAEB851EB851EB8
vic::moy::fxp4::3, double, 3FC999999999999A
vic::moy::fxp4::4, double, 3FDAE147AE147AE1
vic::moy::fxp4::5, double, 3FE0F5C28F5C28F6
vic::moy::fxp4::6, double, 3FD0A3D70A3D70A4
vic::moy::fxp4::7, double, 3FD0A3D70A3D70A4
vic::moy::fxp4::8, long, 0000000000000000
vic::moy::fxp4::9, double, 3FAEB851EB851EB8
vic::moy::fxp4::10, double, 3FC999999999999A
vic::moy::fxp4::11, double, 3FDAE147AE147AE1
vic::moy::fxp4::12, double, 3FE0F5C28F5C28F6
vic::moy::fxp4::13, double, 3FD0A3D70A3D70A4
vic::moy::fxp4::14, double, 3FD0A3D70A3D70A4
